"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PD5EZTKR","journalArticle","2016","Thaler, David S.; Stoeckle, Mark Y.","Bridging two scholarly islands enriches both: COI DNA barcodes for species identification versus human mitochondrial variation for the study of migrations and pathologies","Ecology and Evolution","","20457758","10.1002/ece3.2394","http://doi.wiley.com/10.1002/ece3.2394","","2016-10","2017-06-07 03:37:03","2017-06-07 03:37:03","2017-06-07 03:37:03","6824-6835","","19","6","","","Bridging two scholarly islands enriches both","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RKBIGAE","journalArticle","2010","Alcaïs, Alexandre; Quintana-Murci, Lluis; Thaler, David S.; Schurr, Erwin; Abel, Laurent; Casanova, Jean-Laurent","Life-threatening infectious diseases of childhood: single-gene inborn errors of immunity?: Genetic architecture of infectious diseases","Annals of the New York Academy of Sciences","","00778923","10.1111/j.1749-6632.2010.05834.x","http://doi.wiley.com/10.1111/j.1749-6632.2010.05834.x","","2010-12","2017-06-07 03:39:29","2017-06-07 03:39:29","2017-06-07 03:39:29","18-33","","1","1214","","","Life-threatening infectious diseases of childhood","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4B9REUB","journalArticle","2009","Thaler, David S.","The cytoplasmic structure hypothesis for ribosome assembly, vertical inheritance, and phylogeny","BioEssays","","02659247, 15211878","10.1002/bies.200800190","http://doi.wiley.com/10.1002/bies.200800190","","2009-07","2017-06-07 03:40:01","2017-06-07 03:40:01","2017-06-07 03:40:01","774-783","","7","31","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGCCGJCN","journalArticle","2009","Spangler, Rudolph; Goddard, Noel L.; Spangler, Douglas N.; Thaler, David S.","Tests of the Single-hit DNA Damage Model","Journal of Molecular Biology","","00222836","10.1016/j.jmb.2009.07.012","http://linkinghub.elsevier.com/retrieve/pii/S0022283609008390","","2009-09","2017-06-07 03:41:06","2017-06-07 03:41:06","2017-06-07 03:41:06","283-300","","2","392","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGTVKGA4","journalArticle","2008","Nackerdien, Zeena E.; Keynan, Alexander; Bassler, Bonnie L.; Lederberg, Joshua; Thaler, David S.","Quorum Sensing Influences Vibrio harveyi Growth Rates in a Manner Not Fully Accounted For by the Marker Effect of Bioluminescence","PLoS ONE","","1932-6203","10.1371/journal.pone.0001671","http://dx.plos.org/10.1371/journal.pone.0001671","","2008-02-27","2017-06-07 03:41:38","2017-06-07 03:41:38","2017-06-07 03:41:38","e1671","","2","3","","","","","","","","","","en","","","","","CrossRef","","","","","","","","Rutherford, Julian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNCWPA2T","journalArticle","2017","Rhoads, William J.; Pruden, Amy; Edwards, Marc A.","Interactive Effects of Corrosion, Copper, and Chloramines on <i>Legionella</i> and Mycobacteria in Hot Water Plumbing","Environmental Science & Technology","","0013-936X, 1520-5851","10.1021/acs.est.6b05616","http://pubs.acs.org/doi/abs/10.1021/acs.est.6b05616","","2017-06","2017-06-07 03:46:26","2017-06-07 03:46:26","2017-06-07 03:46:26","","","","","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIVVI8E8","journalArticle","2017","Wang, Hong; Bédard, Emilie; Prévost, Michèle; Camper, Anne K.; Hill, Vincent R.; Pruden, Amy","Methodological approaches for monitoring opportunistic pathogens in premise plumbing: A review","Water Research","","00431354","10.1016/j.watres.2017.03.046","http://linkinghub.elsevier.com/retrieve/pii/S0043135417302300","","2017-06","2017-06-07 03:46:58","2017-06-07 03:46:58","2017-06-07 03:46:58","68-86","","","117","","","Methodological approaches for monitoring opportunistic pathogens in premise plumbing","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB76WJXQ","journalArticle","2017","Ji, Pan; Rhoads, William J; Edwards, Marc A; Pruden, Amy","Impact of water heater temperature setting and water use frequency on the building plumbing microbiome","The ISME Journal","","1751-7362, 1751-7370","10.1038/ismej.2017.14","http://www.nature.com/doifinder/10.1038/ismej.2017.14","","2017-06","2017-06-07 03:47:26","2017-06-07 03:47:26","2017-06-07 03:47:26","1318-1330","","6","11","","","","","","","","","","","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83P84XC6","journalArticle","2016","Buse, Helen Y.; Ji, Pan; Gomez-Alvarez, Vicente; Pruden, Amy; Edwards, Marc A.; Ashbolt, Nicholas J.","Effect of temperature and colonization of <i>Legionella pneumophila</i> and <i>Vermamoeba vermiformis</i> on bacterial community composition of copper drinking water biofilms","Microbial Biotechnology","","17517915","10.1111/1751-7915.12457","http://doi.wiley.com/10.1111/1751-7915.12457","","2016-11","2017-06-07 03:47:59","2017-08-14 22:28:37","2017-06-07 03:47:59","","","","","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZEBW75T","journalArticle","2014","Yu, Haijun; Guo, Shaohua; Zhu, Yanbei; Ishida, Masayoshi; Zhou, Haoshen","Novel titanium-based O3-type NaTi <sub>0.5</sub> Ni <sub>0.5</sub> O <sub>2</sub> as a cathode material for sodium ion batteries","Chem. Commun.","","1359-7345, 1364-548X","10.1039/C3CC47351A","http://xlink.rsc.org/?DOI=C3CC47351A","","2014","2017-06-07 03:49:17","2017-06-07 03:49:17","2017-06-07 03:49:17","457-459","","4","50","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUGHSKXM","journalArticle","2015","Williams, Krista; Pruden, Amy; Falkinham, Joseph; Edwards, Marc; Williams, Krista; Pruden, Amy; Iii, Joseph; Edwards, Marc","Relationship between Organic Carbon and Opportunistic Pathogens in Simulated Glass Water Heaters","Pathogens","","2076-0817","10.3390/pathogens4020355","http://www.mdpi.com/2076-0817/4/2/355/","","2015-06-09","2017-06-07 03:49:43","2017-06-07 03:49:43","2017-06-07 03:49:43","355-372","","2","4","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQGBCM8H","journalArticle","2015","Shin, Hakdong; Pei, Zhiheng; Martinez, Keith A.; Rivera-Vinas, Juana I.; Mendez, Keimari; Cavallin, Humberto; Dominguez-Bello, Maria G.","The first microbial environment of infants born by C-section: the operating room microbes","Microbiome","","2049-2618","10.1186/s40168-015-0126-1","http://www.microbiomejournal.com/content/3/1/59","","2015-12","2017-06-07 03:50:36","2017-06-07 03:50:36","2017-06-07 03:50:36","","","1","3","","","The first microbial environment of infants born by C-section","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUM3I2SA","journalArticle","2016","Vandegrift, Roo; Bateman, Ashley C; Siemens, Kyla N; Nguyen, May; Green, Jessica L; Van Den Wymelenberg, Kevin G; Hickey, Roxana J","Cleanliness in context: reconciling hygiene with a modern microbial perspective","","","","10.1101/095745","http://biorxiv.org/lookup/doi/10.1101/095745","The concept of hygiene is rooted in the relationship between cleanliness and the maintenance of good health. Since the widespread acceptance of the germ theory of disease, hygiene has become increasingly conflated with that of sterilization. Recent research on microbial ecology is demonstrating that humans have intimate and evolutionarily significant relationships with a diverse assemblage of microorganisms (our microbiota). Human skin is home to a diverse, skin-habitat specific community of microorganisms; this includes members that exist across the ecological spectrum from pathogen through commensal to mutualist. Most evidence suggests that the skin microbiota is likely of direct benefit to the host, and only rarely exhibits pathogenicity. This complex ecological context suggests that the conception of hygiene as a unilateral reduction or removal of microbes has outlived its usefulness. As such, we suggest the explicit definition of hygiene as 'those actions and practices that reduce the spread or transmission of pathogenic microorganisms, and thus reduce the incidence of disease'. To examine the implications of this definition, we review the literature related to hand drying as an aspect of hand hygienic practice. Research on hand drying generally focuses on 'hygienic efficacy', a concept not typically defined explicitly, but nearly always including alterations to bulk microbial load. The corresponding literature is differentiable into two divisions: research supporting the use of forced air dryers, which typically includes effectiveness of drying as an aspect of hygienic efficacy; and research supporting the use of paper towels, which typically includes risk of aerosolized spread of microbes from hands as an aspect of hygienic efficacy. Utilizing a definition of hygiene that explicitly relies on reduction in disease spread rather than alterations to bulk microbial load would address concerns raised on both sides of the debate. Future research should take advantage of cultivation-independent techniques, working to bridge the gap between the two existing divisions of research by using health outcomes (such as the spread of disease) as dependent variables, taking into account the microbial community context of the skin microbiota, and focusing on understanding the relative contribution of bioaerosols and residual moisture to the risk of disease transmission.","2016-12-20","2017-06-07 03:52:00","2017-06-07 03:52:00","2017-06-07 03:52:00","","","","","","","Cleanliness in context","","","","","","","","","","","","DataCite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MK6J9QH8","journalArticle","2014","Green, Jessica L.","Can bioinformed design promote healthy indoor ecosystems?","Indoor Air","","09056947","10.1111/ina.12090","http://doi.wiley.com/10.1111/ina.12090","","2014-04","2017-06-07 03:52:49","2017-06-07 03:52:49","2017-06-07 03:52:49","113-115","","2","24","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNHFADIV","journalArticle","2011","Yamamoto, N.; Shendell, D. G.; Peccia, J.","Assessing allergenic fungi in house dust by floor wipe sampling and quantitative PCR: Assessing house dust fungi by wipe sampling and qPCR","Indoor Air","","09056947","10.1111/j.1600-0668.2011.00732.x","http://doi.wiley.com/10.1111/j.1600-0668.2011.00732.x","","2011-12","2017-06-07 03:54:07","2017-06-07 03:54:07","2017-06-07 03:54:07","521-530","","6","21","","","Assessing allergenic fungi in house dust by floor wipe sampling and quantitative PCR","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KN9CJSZH","journalArticle","2015","Hospodsky, D.; Yamamoto, N.; Nazaroff, W. W.; Miller, D.; Gorthala, S.; Peccia, J.","Characterizing airborne fungal and bacterial concentrations and emission rates in six occupied children's classrooms","Indoor Air","","09056947","10.1111/ina.12172","http://doi.wiley.com/10.1111/ina.12172","","2015-12","2017-06-07 03:54:11","2017-08-14 22:28:34","2017-06-07 03:54:11","641-652","","6","25","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WB254RZ","journalArticle","2016","Nazaroff, William W","Indoor bioaerosol dynamics","Indoor Air","","09056947","10.1111/ina.12174","http://doi.wiley.com/10.1111/ina.12174","","2016-02","2017-06-07 03:54:13","2017-06-07 03:54:13","2017-06-07 03:54:13","61-78","","1","26","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQG6RD72","journalArticle","2014","Dannemiller, K. C.; Mendell, M. J.; Macher, J. M.; Kumagai, K.; Bradman, A.; Holland, N.; Harley, K.; Eskenazi, B.; Peccia, J.","Next-generation DNA sequencing reveals that low fungal diversity in house dust is associated with childhood asthma development","Indoor Air","","09056947","10.1111/ina.12072","http://doi.wiley.com/10.1111/ina.12072","","2014-06","2017-06-07 03:54:17","2017-08-14 22:29:14","2017-06-07 03:54:17","236-247","","3","24","","","","","","","","","","en","","","","","CrossRef","","","","","http://www.ncbi.nlm.nih.gov/pubmed/24883433","","Female; Genetic Variation; Male; Humans; Fungi; Cohort Studies; Child; Dust; DNA, Ribosomal Spacer; DNA, Fungal; High-Throughput Nucleotide Sequencing; Asthma; California; Chi-Square Distribution; Hispanic Americans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJJUATMB","journalArticle","2017","Licina, D.; Tian, Y.; Nazaroff, W. W.","Emission rates and the personal cloud effect associated with particle release from the perihuman environment","Indoor Air","","09056947","10.1111/ina.12365","http://doi.wiley.com/10.1111/ina.12365","","2017-01","2017-06-07 03:54:19","2017-06-07 03:54:19","2017-06-07 03:54:19","","","","","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3UXNSUM","journalArticle","2017","Kunkel, S. A.; Azimi, P.; Zhao, H.; Stark, B. C.; Stephens, B.","Quantifying the size-resolved dynamics of indoor bioaerosol transport and control","Indoor Air","","09056947","10.1111/ina.12374","http://doi.wiley.com/10.1111/ina.12374","","2017-03","2017-06-07 03:54:23","2017-06-07 03:54:23","2017-06-07 03:54:23","","","","","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4FGXT8V","journalArticle","2017","Mensah-Attipoe, J.; Täubel, M.; Hernandez, M.; Pitkäranta, M.; Reponen, T.","An emerging paradox: Toward a better understanding of the potential benefits and adversity of microbe exposures in the indoor environment","Indoor Air","","09056947","10.1111/ina.12344","http://doi.wiley.com/10.1111/ina.12344","","2017-01","2017-06-07 03:54:27","2017-06-07 03:54:27","2017-06-07 03:54:27","3-5","","1","27","","","An emerging paradox","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDJNFCTW","journalArticle","2016","Hoisington, A.; Maestre, J. P.; Kinney, K. A.; Siegel, J. A.","Characterizing the bacterial communities in retail stores in the United States","Indoor Air","","09056947","10.1111/ina.12273","http://doi.wiley.com/10.1111/ina.12273","","2016-12","2017-06-07 03:54:33","2017-06-07 03:54:33","2017-06-07 03:54:33","857-868","","6","26","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACX5C9XG","journalArticle","2012","Qian, J.; Hospodsky, D.; Yamamoto, N.; Nazaroff, W. W.; Peccia, J.","Size-resolved emission rates of airborne bacteria and fungi in an occupied classroom: Size-resolved bioaerosol emission rates","Indoor Air","","09056947","10.1111/j.1600-0668.2012.00769.x","http://doi.wiley.com/10.1111/j.1600-0668.2012.00769.x","","2012-08","2017-06-07 03:54:35","2017-08-14 22:29:33","2017-06-07 03:54:35","339-351","","4","22","","","Size-resolved emission rates of airborne bacteria and fungi in an occupied classroom","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WH469NUF","journalArticle","2016","Liu, S.; Li, R.; Wild, R. J.; Warneke, C.; de Gouw, J. A.; Brown, S. S.; Miller, S. L.; Luongo, J. C.; Jimenez, J. L.; Ziemann, P. J.","Contribution of human-related sources to indoor volatile organic compounds in a university classroom","Indoor Air","","09056947","10.1111/ina.12272","http://doi.wiley.com/10.1111/ina.12272","","2016-12","2017-06-07 03:54:37","2017-06-07 03:54:37","2017-06-07 03:54:37","925-938","","6","26","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIGXXV82","journalArticle","2016","Uejio, C. K.; Tamerius, J. D.; Vredenburg, J.; Asaeda, G.; Isaacs, D. A.; Braun, J.; Quinn, A.; Freese, J. P.","Summer indoor heat exposure and respiratory and cardiovascular distress calls in New York City, NY, U.S.","Indoor Air","","09056947","10.1111/ina.12227","http://doi.wiley.com/10.1111/ina.12227","","2016-08","2017-06-07 03:54:43","2017-06-07 03:54:43","2017-06-07 03:54:43","594-604","","4","26","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBB84CK7","journalArticle","2015","Nazaroff, W. W.; Goldstein, A. H.","Indoor chemistry: research opportunities and challenges","Indoor Air","","09056947","10.1111/ina.12219","http://doi.wiley.com/10.1111/ina.12219","","2015-08","2017-06-07 03:54:45","2017-06-07 03:54:45","2017-06-07 03:54:45","357-361","","4","25","","","Indoor chemistry","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKWNFB3N","journalArticle","2016","Raveh-Sadka, Tali; Firek, Brian; Sharon, Itai; Baker, Robyn; Brown, Christopher T; Thomas, Brian C; Morowitz, Michael J; Banfield, Jillian F","Evidence for persistent and shared bacterial strains against a background of largely unique gut colonization in hospitalized premature infants","The ISME Journal","","1751-7362, 1751-7370","10.1038/ismej.2016.83","http://www.nature.com/doifinder/10.1038/ismej.2016.83","","2016-12","2017-06-07 03:56:35","2017-06-07 03:56:35","2017-06-07 03:56:35","2817-2830","","12","10","","","","","","","","","","","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEWRPAJR","journalArticle","2016","Peccia, Jordan; Kwan, Sarah E.","Buildings, Beneficial Microbes, and Health","Trends in Microbiology","","0966842X","10.1016/j.tim.2016.04.007","http://linkinghub.elsevier.com/retrieve/pii/S0966842X1630021X","","2016-08","2017-06-07 03:57:26","2017-06-07 03:57:26","2017-06-07 03:57:26","595-597","","8","24","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IHNQUAT","journalArticle","2014","Yamamoto, Naomichi; Nazaroff, William W.; Peccia, Jordan","Assessing the aerodynamic diameters of taxon-specific fungal bioaerosols by quantitative PCR and next-generation DNA sequencing","Journal of Aerosol Science","","00218502","10.1016/j.jaerosci.2014.08.007","http://linkinghub.elsevier.com/retrieve/pii/S0021850214001323","","2014-12","2017-06-07 04:11:54","2017-06-07 04:11:54","2017-06-07 04:11:54","1-10","","","78","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P96PP9W9","journalArticle","2014","Qian, Jing; Peccia, Jordan; Ferro, Andrea R.","Walking-induced particle resuspension in indoor environments","Atmospheric Environment","","13522310","10.1016/j.atmosenv.2014.02.035","http://linkinghub.elsevier.com/retrieve/pii/S1352231014001319","","2014-06","2017-06-07 04:12:22","2017-06-07 04:12:22","2017-06-07 04:12:22","464-481","","","89","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WN6VSPH4","journalArticle","2014","Dannemiller, Karen C.; Lang-Yona, Naama; Yamamoto, Naomichi; Rudich, Yinon; Peccia, Jordan","Combining real-time PCR and next-generation DNA sequencing to provide quantitative comparisons of fungal aerosol populations","Atmospheric Environment","","13522310","10.1016/j.atmosenv.2013.11.036","http://linkinghub.elsevier.com/retrieve/pii/S1352231013008716","","2014-02","2017-06-07 04:14:57","2018-03-15 16:50:43","2017-06-07 04:14:57","113-121","","","84","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TD942P6Z","journalArticle","2016","Fujimura, Kei E; Sitarik, Alexandra R; Havstad, Suzanne; Lin, Din L; Levan, Sophia; Fadrosh, Douglas; Panzer, Ariane R; LaMere, Brandon; Rackaityte, Elze; Lukacs, Nicholas W; Wegienka, Ganesa; Boushey, Homer A; Ownby, Dennis R; Zoratti, Edward M; Levin, Albert M; Johnson, Christine C; Lynch, Susan V","Neonatal gut microbiota associates with childhood multisensitized atopy and T cell differentiation","Nature Medicine","","1078-8956, 1546-170X","10.1038/nm.4176","http://www.nature.com/doifinder/10.1038/nm.4176","","2016-09-12","2017-06-07 16:03:01","2017-06-07 16:03:01","2017-06-07 16:03:01","1187-1191","","10","22","","","","","","","","","","","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8WQWJJ3D","journalArticle","2012","Stajich, Jason E.; Harris, Todd; Brunk, Brian P.; Brestelli, John; Fischer, Steve; Harb, Omar S.; Kissinger, Jessica C.; Li, Wei; Nayak, Vishal; Pinney, Deborah F.; Stoeckert, Chris J.; Roos, David S.","FungiDB: an integrated functional genomics database for fungi","Nucleic Acids Research","","1362-4962","10.1093/nar/gkr918","","FungiDB (http://FungiDB.org) is a functional genomic resource for pan-fungal genomes that was developed in partnership with the Eukaryotic Pathogen Bioinformatic resource center (http://EuPathDB.org). FungiDB uses the same infrastructure and user interface as EuPathDB, which allows for sophisticated and integrated searches to be performed using an intuitive graphical system. The current release of FungiDB contains genome sequence and annotation from 18 species spanning several fungal classes, including the Ascomycota classes, Eurotiomycetes, Sordariomycetes, Saccharomycetes and the Basidiomycota orders, Pucciniomycetes and Tremellomycetes, and the basal 'Zygomycete' lineage Mucormycotina. Additionally, FungiDB contains cell cycle microarray data, hyphal growth RNA-sequence data and yeast two hybrid interaction data. The underlying genomic sequence and annotation combined with functional data, additional data from the FungiDB standard analysis pipeline and the ability to leverage orthology provides a powerful resource for in silico experimentation.","2012-01","2017-06-12 17:21:06","2017-06-12 17:21:06","","D675-681","","Database issue","40","","Nucleic Acids Res.","FungiDB","","","","","","","eng","","","","","PubMed","","PMID: 22064857 PMCID: PMC3245123","","","http://www.ncbi.nlm.nih.gov/pubmed/22064857","","Genomics; Software; Databases, Genetic; Genome, Fungal; Molecular Sequence Annotation; Systems Integration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Q3I7FCJ","journalArticle","","Thaler, David S.","The Microbial Neolithic Revolution in buildings and a food quasispecies alternative to the hygiene hypothesis","","","","","","","","2017-06-07 19:27:09","2017-06-07 19:27:09","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\Sparhawk\Zotero\storage\95AW5BHK\ThalerMicrobiomeAcceptFeb11-2016_Microbial Neolithic Revolution....pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CN2VC2T4","journalArticle","2013","James, Timothy Y.; Pelin, Adrian; Bonen, Linda; Ahrendt, Steven; Sain, Divya; Corradi, Nicolas; Stajich, Jason E.","Shared signatures of parasitism and phylogenomics unite Cryptomycota and microsporidia","Current biology: CB","","1879-0445","10.1016/j.cub.2013.06.057","","Fungi grow within their food, externally digesting it and absorbing nutrients across a semirigid chitinous cell wall. Members of the new phylum Cryptomycota were proposed to represent intermediate fungal forms, lacking a chitinous cell wall during feeding and known almost exclusively from ubiquitous environmental ribosomal RNA sequences that cluster at the base of the fungal tree [1, 2]. Here, we sequence the first Cryptomycotan genome (the water mold endoparasite Rozella allomycis) and unite the Cryptomycota with another group of endoparasites, the microsporidia, based on phylogenomics and shared genomic traits. We propose that Cryptomycota and microsporidia share a common endoparasitic ancestor, with the clade unified by a chitinous cell wall used to develop turgor pressure in the infection process [3, 4]. Shared genomic elements include a nucleotide transporter that is used by microsporidia for stealing energy in the form of ATP from their hosts [5]. Rozella harbors a mitochondrion that contains a very rapidly evolving genome and lacks complex I of the respiratory chain. These degenerate features are offset by the presence of nuclear genes for alternative respiratory pathways. The Rozella proteome has not undergone major contraction like microsporidia; instead, several classes have undergone expansion, such as host-effector, signal-transduction, and folding proteins.","2013-08-19","2017-06-12 17:22:28","2017-06-12 17:22:28","","1548-1553","","16","23","","Curr. Biol.","","","","","","","","eng","","","","","PubMed","","PMID: 23932404","","","http://www.ncbi.nlm.nih.gov/pubmed/23932404","","Molecular Sequence Data; Sequence Analysis, DNA; DNA, Fungal; Phylogeny; Genome, Fungal; Cell Wall; Chytridiomycota; Evolution, Molecular; Microsporidia; Reverse Transcriptase Polymerase Chain Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADWWMIZX","journalArticle","2014","Sachs, Joel L.; Skophammer, Ryan G.; Bansal, Nidhanjali; Stajich, Jason E.","Evolutionary origins and diversification of proteobacterial mutualists","Proceedings. Biological Sciences","","1471-2954","10.1098/rspb.2013.2146","","Mutualistic bacteria infect most eukaryotic species in nearly every biome. Nonetheless, two dilemmas remain unresolved about bacterial-eukaryote mutualisms: how do mutualist phenotypes originate in bacterial lineages and to what degree do mutualists traits drive or hinder bacterial diversification? Here, we reconstructed the phylogeny of the hyperdiverse phylum Proteobacteria to investigate the origins and evolutionary diversification of mutualistic bacterial phenotypes. Our ancestral state reconstructions (ASRs) inferred a range of 34-39 independent origins of mutualist phenotypes in Proteobacteria, revealing the surprising frequency with which host-beneficial traits have evolved in this phylum. We found proteobacterial mutualists to be more often derived from parasitic than from free-living ancestors, consistent with the untested paradigm that bacterial mutualists most often evolve from pathogens. Strikingly, we inferred that mutualists exhibit a negative net diversification rate (speciation minus extinction), which suggests that mutualism evolves primarily via transitions from other states rather than diversification within mutualist taxa. Moreover, our ASRs infer that proteobacterial mutualist lineages exhibit a paucity of reversals to parasitism or to free-living status. This evolutionary conservatism of mutualism is contrary to long-standing theory, which predicts that selection should often favour mutants in microbial mutualist populations that exploit or abandon more slowly evolving eukaryotic hosts.","2014-01-22","2017-06-12 17:23:10","2017-06-12 17:23:10","","20132146","","1775","281","","Proc. Biol. Sci.","","","","","","","","eng","","","","","PubMed","","PMID: 24285193 PMCID: PMC3866395","","","http://www.ncbi.nlm.nih.gov/pubmed/24285193","","Phenotype; Biological Evolution; virulence; Proteobacteria; Biodiversity; Phylogeny; Symbiosis; diversification; evolutionary transition; mutualism; parasitism; symbiont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
